type,language,text,frequency
phrase,en,shops so goated,3
phrase,en,fire g,3
phrase,en,so fire g,3
phrase,en,fire g na,3
phrase,en,witty apaka,3
phrase,en,sobrang witty apaka,3
phrase,en,witty apaka nice,3
phrase,en,music sobrang lit,3
phrase,en,this finals,3
phrase,en,for this finals,3
phrase,en,clean af awit,3
phrase,en,valorant solid and,3
phrase,en,trends labyu,3
phrase,en,fashion trends labyu,3
phrase,en,sb19 galing talaga,3
phrase,en,charaught studentlife,3
phrase,en,valid af yorme,3
phrase,en,all bestlife,3
phrase,en,impact sick talaga,3
phrase,en,sana all bestlife,3
phrase,en,bts vibe,3
phrase,en,vibe and lodi,3
phrase,en,and lodi studentlife,3
phrase,en,shows serving,3
phrase,en,netflix shows serving,3
phrase,en,shows serving looks,3
phrase,en,music trendingnow,3
phrase,en,new music trendingnow,3
phrase,en,music trendingnow trendingnow,3
phrase,en,scholarships nofilter,3
phrase,en,scholarships nofilter nofilter,3
phrase,en,labyu pinoypride,3
phrase,en,yarn nofilter,3
phrase,en,based solid yarn,3
phrase,en,solid yarn nofilter,3
phrase,en,legends based and,3
phrase,en,projects bussin,3
phrase,en,group projects bussin,3
phrase,en,projects bussin and,3
phrase,en,challenges sobrang kayangkaya,3
phrase,en,shops saktongsakto talaga,3
phrase,en,dating yung fellow,3
phrase,en,yan pinoypride,3
phrase,en,mo yan pinoypride,3
phrase,en,bussin and woah,3
phrase,en,shows bussin,3
phrase,en,netflix shows bussin,3
phrase,en,and saktongsakto trendingnow,3
phrase,en,majors napakahusay,3
phrase,en,with pubg ang,3
phrase,en,ang aprub universitylife,3
phrase,en,ang astig pinoypride,3
phrase,en,legends galing,3
phrase,en,slaying trendingnow,3
phrase,en,mobile legends galing,3
phrase,en,legends galing talaga,3
phrase,en,galing talaga keep,3
phrase,en,keep slaying trendingnow,3
phrase,en,and kayangkaya goalaf,3
phrase,en,legends trendingnow,3
phrase,en,mobile legends trendingnow,3
phrase,en,legends trendingnow trendingnow,3
phrase,en,esports legit,3
phrase,en,vibe af solid,3
phrase,en,thesis galing talaga,3
phrase,en,pubg fresh and,3
phrase,en,and nindot midtermseason,3
phrase,en,dope nofilter,3
phrase,en,and dope nofilter,3
phrase,en,love blackpink ang,3
phrase,en,clean collegedays,3
phrase,en,and clean collegedays,3
phrase,en,scholarships satisfying talaga,3
phrase,en,sb19 so satisfying,3
phrase,en,grabe yung sophomores,3
phrase,en,events lodi talaga,3
phrase,en,majors pak,3
phrase,en,majors pak ganern,3
phrase,en,shows galing,3
phrase,en,netflix shows galing,3
phrase,en,graduation based,3
phrase,en,graduation based and,3
phrase,en,basketball trendingnow,3
phrase,en,basketball trendingnow trendingnow,3
phrase,en,swabe and dope,3
phrase,en,and lodi collegedays,3
phrase,en,kpop sobrang woah,3
phrase,en,shops ang woah,3
phrase,en,ang woah twentytwentyfive,3
phrase,en,streaming charaught,3
phrase,en,petmalu talaga serving,3
phrase,en,and witty twentytwentyfive,3
phrase,en,shops lodi talaga,3
phrase,en,lodi talaga living,3
phrase,en,labyu midtermseason,3
phrase,en,memes sobrang angas,3
phrase,en,tweet collegedays,3
phrase,en,the tweet collegedays,3
phrase,en,anime goated,3
phrase,en,so legit pak,3
phrase,en,fr finals,3
phrase,en,fr fr finals,3
phrase,en,maisip finals,3
phrase,en,akong maisip finals,3
phrase,en,based this,3
phrase,en,very based this,3
phrase,en,based this is,3
phrase,en,memes valid,3
phrase,en,yung basketball legit,3
phrase,en,majors so satisfying,3
phrase,en,life pinoypride,3
phrase,en,dorm life pinoypride,3
phrase,en,life pinoypride pinoypride,3
phrase,en,lodi sheesh,3
phrase,en,sobrang lodi sheesh,3
phrase,en,love tiktok ang,3
phrase,en,life classof2025,3
phrase,en,dorm life classof2025,3
phrase,en,life classof2025 classof2025,3
phrase,en,ang woah studentlife,3
phrase,en,kpop saktongsakto talaga,3
phrase,en,husay ng dormmates,3
phrase,en,trends sobrang woah,3
phrase,en,all goalaf,3
phrase,en,sana all goalaf,3
phrase,en,legends aprub talaga,3
phrase,en,aprub talaga not,3
phrase,en,legends saktongsakto,3
phrase,en,mobile legends saktongsakto,3
phrase,en,legends saktongsakto talaga,3
phrase,en,dramas based talaga,3
phrase,en,based talaga wala,3
phrase,en,challenges swabe talaga,3
phrase,en,elite nakakaaliw,3
phrase,en,so elite nakakaaliw,3
phrase,en,elite nakakaaliw yung,3
phrase,en,nakakaaliw yung stans,3
phrase,en,satisfying sana,3
phrase,en,trends so satisfying,3
phrase,en,so satisfying sana,3
phrase,en,satisfying sana all,3
phrase,en,swabe weekendvibes,3
phrase,en,ang swabe weekendvibes,3
phrase,en,woah pak,3
phrase,en,about internships sobrang,3
phrase,en,internships sobrang woah,3
phrase,en,sobrang woah pak,3
phrase,en,woah pak ganern,3
phrase,en,music valid and,3
phrase,en,valid and solid,3
phrase,en,with blackpink ang,3
phrase,en,iconic af pak,3
phrase,en,internships aprub,3
phrase,en,internships aprub talaga,3
phrase,en,sick not,3
phrase,en,yung basketball very,3
phrase,en,very sick not,3
phrase,en,sick not taking,3
phrase,en,challenges angas talaga,3
phrase,en,bussin naol,3
phrase,en,so bussin naol,3
phrase,en,saktongsakto finals,3
phrase,en,ang saktongsakto finals,3
phrase,en,ang witty classof2025,3
phrase,en,undefeated nakakaaliw,3
phrase,en,so undefeated nakakaaliw,3
phrase,en,undefeated nakakaaliw yung,3
phrase,en,music sembreak,3
phrase,en,new music sembreak,3
phrase,en,music sembreak sembreak,3
phrase,en,exams swabe talaga,3
phrase,en,swabe talaga not,3
phrase,en,and legit passingthevibe,3
phrase,en,and nindot classof2025,3
phrase,en,shows so lit,3
phrase,en,recommend ootd,3
phrase,en,1010 recommend ootd,3
phrase,en,esports weekendvibes,3
phrase,en,esports weekendvibes weekendvibes,3
phrase,en,sa anime very,3
phrase,en,basketball swabe,3
phrase,en,fire sana,3
phrase,en,so fire sana,3
phrase,en,fire sana all,3
phrase,en,about coffee,3
phrase,en,facts about coffee,3
phrase,en,about coffee shops,3
phrase,en,mind goalaf,3
phrase,en,my mind goalaf,3
phrase,en,esports witty talaga,3
phrase,en,elite af solid,3
phrase,en,classes finals,3
phrase,en,online classes finals,3
phrase,en,classes finals finals,3
phrase,en,peak sheesh,3
phrase,en,so peak sheesh,3
phrase,en,in basketball ang,3
phrase,en,dramas legit talaga,3
phrase,en,peak pak,3
phrase,en,so peak pak,3
phrase,en,peak pak ganern,3
phrase,en,dramas nindot,3
phrase,en,twitter dramas nindot,3
phrase,en,dramas nindot talaga,3
phrase,en,clean naol,3
phrase,en,classes so clean,3
phrase,en,so clean naol,3
phrase,en,and angas ootd,3
phrase,en,blackpink so clean,3
phrase,en,grabe yung basketball,3
phrase,en,undefeated labyu,3
phrase,en,so undefeated labyu,3
phrase,en,love bts ang,3
phrase,en,saying classof2025,3
phrase,en,just saying classof2025,3
phrase,en,challenges lit and,3
phrase,en,and angas pinoypride,3
phrase,en,drama peak,3
phrase,en,relationship drama peak,3
phrase,en,sick main,3
phrase,en,ng volleyball very,3
phrase,en,very sick main,3
phrase,en,sick main character,3
phrase,en,yung streaming angas,3
phrase,en,good bts sobrang,3
phrase,en,bts sobrang nindot,3
phrase,en,pubg vibe,3
phrase,en,and nindot sembreak,3
phrase,en,esports so dope,3
phrase,en,pubg ang kayangkaya,3
phrase,en,giving graduation sobrang,3
phrase,en,pubg so vibe,3
phrase,en,memes swabe,3
phrase,en,memes thats the,3
phrase,en,streaming collegedays,3
phrase,en,streaming collegedays collegedays,3
phrase,en,ang legit bestlife,3
phrase,en,clean midtermseason,3
phrase,en,classes angas and,3
phrase,en,and clean midtermseason,3
phrase,en,dramas swabe,3
phrase,en,twitter dramas swabe,3
phrase,en,anime ang woah,3
phrase,en,in internships sobrang,3
phrase,en,streaming sobrang witty,3
phrase,en,volleyball petmalu and,3
phrase,en,petmalu and bussin,3
phrase,en,fire af napakahusay,3
phrase,en,projects so valid,3
phrase,en,kpop ang saktongsakto,3
phrase,en,tiktok nindot,3
phrase,en,tiktok nindot talaga,3
phrase,en,nindot talaga pinoypride,3
phrase,en,with bts lodi,3
phrase,en,looks nofilter,3
phrase,en,serving looks nofilter,3
phrase,en,blackpink living,3
phrase,en,yung blackpink living,3
phrase,en,blackpink living for,3
phrase,en,cap passingthevibe,3
phrase,en,no cap passingthevibe,3
phrase,en,majors living,3
phrase,en,majors living for,3
phrase,en,clean talaga sana,3
phrase,en,scholarships keep,3
phrase,en,scholarships keep slaying,3
phrase,en,all midtermseason,3
phrase,en,sana all midtermseason,3
phrase,en,majors fresh,3
phrase,en,and angas midtermseason,3
phrase,en,giving scholarships,3
phrase,en,is giving scholarships,3
phrase,en,and kayangkaya weekendvibes,3
phrase,en,tiktok legit talaga,3
phrase,en,professors saktongsakto,3
phrase,en,professors saktongsakto talaga,3
phrase,en,events fire and,3
phrase,en,ang saktongsakto trendingnow,3
phrase,en,kpop astig talaga,3
phrase,en,challenges aprub talaga,3
phrase,en,projects clean and,3
phrase,en,pubg kayangkaya talaga,3
phrase,en,tiktok goated,3
phrase,en,esports so legit,3
phrase,en,legends goals,3
phrase,en,mobile legends goals,3
phrase,en,legends goals and,3
phrase,en,and woah finals,3
phrase,en,dope finals,3
phrase,en,and dope finals,3
phrase,en,based 1010,3
phrase,en,very based 1010,3
phrase,en,based 1010 recommend,3
phrase,en,majors nofilter,3
phrase,en,impact aprub talaga,3
phrase,en,vibe understood,3
phrase,en,very vibe understood,3
phrase,en,vibe understood the,3
phrase,en,ang lodi passingthevibe,3
phrase,en,petmalu g,3
phrase,en,music sobrang petmalu,3
phrase,en,sobrang petmalu g,3
phrase,en,petmalu g na,3
phrase,en,solid naol,3
phrase,en,fire graduation sobrang,3
phrase,en,sobrang solid naol,3
phrase,en,lodi g,3
phrase,en,for esports sobrang,3
phrase,en,sobrang lodi g,3
phrase,en,lodi g na,3
phrase,en,majors naol,3
phrase,en,music ang aprub,3
phrase,en,basketball labyu,3
phrase,en,memes ootd,3
phrase,en,memes ootd ootd,3
phrase,en,pubg very bussin,3
phrase,en,projects so iconic,3
phrase,en,when mobile,3
phrase,en,different when mobile,3
phrase,en,when mobile legends,3
phrase,en,esports bussin,3
phrase,en,bussin and angas,3
phrase,en,events so bussin,3
phrase,en,talaga yung fellow,3
phrase,en,bruh stan pubg,3
phrase,en,good sb19 sobrang,3
phrase,en,valorant apaka,3
phrase,en,valorant apaka nice,3
phrase,en,ang aprub bestlife,3
phrase,en,fr classof2025,3
phrase,en,fr fr classof2025,3
phrase,en,bussin may,3
phrase,en,so bussin may,3
phrase,en,bussin may dating,3
phrase,en,projects aprub,3
phrase,en,group projects aprub,3
phrase,en,graduation petmalu talaga,3
phrase,en,petmalu talaga just,3
phrase,en,on valorant ang,3
phrase,en,projects fire,3
phrase,en,group projects fire,3
phrase,en,legit and legit,3
phrase,en,scholarships kayangkaya,3
phrase,en,scholarships kayangkaya talaga,3
phrase,en,esports woah,3
phrase,en,esports woah talaga,3
phrase,en,woah talaga nofilter,3
phrase,en,iconic understood,3
phrase,en,very iconic understood,3
phrase,en,iconic understood the,3
phrase,en,thesis living,3
phrase,en,thesis living for,3
phrase,en,solid midtermseason,3
phrase,en,ppop based and,3
phrase,en,sb19 so clean,3
phrase,en,dramas witty,3
phrase,en,twitter dramas witty,3
phrase,en,dramas witty talaga,3
phrase,en,in graduation sobrang,3
phrase,en,valorant elite,3
phrase,en,anime so bussin,3
phrase,en,valid charot,3
phrase,en,so valid charot,3
phrase,en,valid charot lang,3
phrase,en,legit weekendvibes,3
phrase,en,majors sobrang astig,3
phrase,en,dope charaught,3
phrase,en,so dope charaught,3
phrase,en,with scholarships sobrang,3
phrase,en,shops aprub talaga,3
phrase,en,volleyball angas,3
phrase,en,clean twentytwentyfive,3
phrase,en,and clean twentytwentyfive,3
phrase,en,ang petmalu bestlife,3
phrase,en,challenges charaught,3
phrase,en,viral challenges charaught,3
phrase,en,bts midtermseason,3
phrase,en,bts midtermseason midtermseason,3
phrase,en,exams sembreak,3
phrase,en,exams sembreak sembreak,3
phrase,en,elite apaka nice,3
phrase,en,yung thesis lodi,3
phrase,en,thesis lodi and,3
phrase,en,lodi and goals,3
phrase,en,love kpop sobrang,3
phrase,en,valid goalaf,3
phrase,en,and valid goalaf,3
phrase,en,exams charaught,3
phrase,en,exams clean,3
phrase,en,exams clean and,3
phrase,en,naol pinoypride,3
phrase,en,music undefeated,3
phrase,en,new music undefeated,3
phrase,en,parties astig and,3
phrase,en,volleyball goalaf,3
phrase,en,volleyball goalaf goalaf,3
phrase,en,bts fresh,3
phrase,en,and petmalu sembreak,3
phrase,en,parties petmalu,3
phrase,en,weekend parties petmalu,3
phrase,en,petmalu talaga rent,3
phrase,en,thesis sheesh,3
phrase,en,majors passingthevibe,3
phrase,en,majors passingthevibe passingthevibe,3
phrase,en,peak not,3
phrase,en,very peak not,3
phrase,en,peak not taking,3
phrase,en,blackpink universitylife,3
phrase,en,blackpink universitylife universitylife,3
phrase,en,fresh studentlife,3
phrase,en,and fresh studentlife,3
phrase,en,professors sick,3
phrase,en,swabe bestlife,3
phrase,en,sick and swabe,3
phrase,en,and swabe bestlife,3
phrase,en,iconic weekendvibes,3
phrase,en,petmalu and iconic,3
phrase,en,and iconic weekendvibes,3
phrase,en,saktongsakto midtermseason,3
phrase,en,professors fresh and,3
phrase,en,fresh and saktongsakto,3
phrase,en,elite and nindot,3
phrase,en,and nindot finals,3
phrase,en,scholarships goals and,3
phrase,en,goals and saktongsakto,3
phrase,en,bruh slayed ppop,3
phrase,en,love anime sobrang,3
phrase,en,challenges lodi,3
phrase,en,viral challenges lodi,3
phrase,en,challenges lodi talaga,3
phrase,en,esports swabe,3
phrase,en,kpop aprub talaga,3
phrase,en,goated awit,3
phrase,en,so goated awit,3
phrase,en,yarn classof2025,3
phrase,en,solid yarn classof2025,3
phrase,en,professors satisfying,3
phrase,en,tiktok petmalu,3
phrase,en,sick grabe,3
phrase,en,so sick grabe,3
phrase,en,sick grabe yung,3
phrase,en,grabe yung orgmates,3
phrase,en,kayangkaya talaga not,3
phrase,en,bts galing talaga,3
phrase,en,galing talaga 1010,3
phrase,en,petmalu yung sophomores,3
phrase,en,goated finals,3
phrase,en,yung anime solid,3
phrase,en,anime solid and,3
phrase,en,and goated finals,3
phrase,en,events goated and,3
phrase,en,impact nofilter,3
phrase,en,genshin impact nofilter,3
phrase,en,impact nofilter nofilter,3
phrase,en,valid awit,3
phrase,en,so valid awit,3
phrase,en,internships peak,3
phrase,en,and lodi pinoypride,3
phrase,en,classes midtermseason,3
phrase,en,online classes midtermseason,3
phrase,en,classes midtermseason midtermseason,3
phrase,en,valid sana,3
phrase,en,so valid sana,3
phrase,en,valid sana all,3
phrase,en,swabe sheesh,3
phrase,en,good scholarships sobrang,3
phrase,en,sobrang swabe sheesh,3
phrase,en,drama studentlife,3
phrase,en,relationship drama studentlife,3
phrase,en,drama studentlife studentlife,3
phrase,en,lodi apaka,3
phrase,en,fire bts sobrang,3
phrase,en,bts sobrang lodi,3
phrase,en,sobrang lodi apaka,3
phrase,en,lodi apaka nice,3
phrase,en,legends twentytwentyfive,3
phrase,en,mobile legends twentytwentyfive,3
phrase,en,legends twentytwentyfive twentytwentyfive,3
phrase,en,nakakaaliw yung tropa,3
phrase,en,legit and fresh,3
phrase,en,astig talaga goalaf,3
phrase,en,elite grabe,3
phrase,en,so elite grabe,3
phrase,en,elite grabe yung,3
phrase,en,grabe yung section,3
phrase,en,volleyball petmalu talaga,3
phrase,en,witty talaga weekendvibes,3
phrase,en,ang swabe pinoypride,3
phrase,en,peak af labyu,3
phrase,en,clean trendingnow,3
phrase,en,and clean trendingnow,3
phrase,en,assignment nofilter,3
phrase,en,the assignment nofilter,3
phrase,en,giving professors sobrang,3
phrase,en,classes aprub,3
phrase,en,online classes aprub,3
phrase,en,fire nakakaaliw,3
phrase,en,so fire nakakaaliw,3
phrase,en,fire nakakaaliw yung,3
phrase,en,husay ng internships,3
phrase,en,fresh iykyk,3
phrase,en,anime very fresh,3
phrase,en,very fresh iykyk,3
phrase,en,sick talaga naol,3
phrase,en,graduation legit talaga,3
phrase,en,and swabe passingthevibe,3
phrase,en,lodi charot,3
phrase,en,sobrang lodi charot,3
phrase,en,lodi charot lang,3
phrase,en,petmalu yung esports,3
phrase,en,valorant so based,3
phrase,en,impact sheesh,3
phrase,en,genshin impact sheesh,3
phrase,en,classes solid yarn,3
phrase,en,kayangkaya charot,3
phrase,en,sobrang kayangkaya charot,3
phrase,en,kayangkaya charot lang,3
phrase,en,husay ng stans,3
phrase,en,impact petmalu,3
phrase,en,genshin impact petmalu,3
phrase,en,petmalu and clean,3
phrase,en,music ang angas,3
phrase,en,ang angas passingthevibe,3
phrase,en,professors fire and,3
phrase,en,internships dope and,3
phrase,en,and lit midtermseason,3
phrase,en,kpop very peak,3
phrase,en,pubg sana,3
phrase,en,pubg sana all,3
phrase,en,legit af apaka,3
phrase,en,tiktok so bussin,3
phrase,en,clean g,3
phrase,en,so clean g,3
phrase,en,clean g na,3
phrase,en,swabe sana,3
phrase,en,for bts sobrang,3
phrase,en,bts sobrang swabe,3
phrase,en,sobrang swabe sana,3
phrase,en,swabe sana all,3
phrase,en,iconic and petmalu,3
phrase,en,memes sana,3
phrase,en,all universitylife,3
phrase,en,memes sana all,3
phrase,en,sana all universitylife,3
phrase,en,parties ang swabe,3
phrase,en,parties fire talaga,3
phrase,en,fire talaga labyu,3
phrase,en,elite sembreak,3
phrase,en,yung thesis petmalu,3
phrase,en,thesis petmalu and,3
phrase,en,petmalu and elite,3
phrase,en,and elite sembreak,3
phrase,en,projects solid,3
phrase,en,group projects solid,3
phrase,en,projects solid talaga,3
phrase,en,fresh no,3
phrase,en,very fresh no,3
phrase,en,fresh no cap,3
phrase,en,and nindot weekendvibes,3
phrase,en,streaming elite,3
phrase,en,awit nofilter,3
phrase,en,grabe yung new,3
phrase,en,exams sobrang saktongsakto,3
phrase,en,grabe yung bts,3
phrase,en,lodi and clean,3
phrase,en,based af napakahusay,3
phrase,en,events aprub talaga,3
phrase,en,projects valid,3
phrase,en,group projects valid,3
phrase,en,valid talaga charaught,3
phrase,en,angas talaga thats,3
phrase,en,ang lodi sembreak,3
phrase,en,petmalu yung team,3
phrase,en,shows ang petmalu,3
phrase,en,ang lodi trendingnow,3
phrase,en,trends lodi talaga,3
phrase,en,talaga iykyk bestlife,3
phrase,en,naol passingthevibe,3
phrase,en,sa bts very,3
phrase,en,galing ng barkada,3
phrase,en,love genshin,3
phrase,en,lowkey love genshin,3
phrase,en,love genshin impact,3
phrase,en,pubg so lit,3
phrase,en,witty napakahusay,3
phrase,en,napakahusay trendingnow,3
phrase,en,graduation sobrang witty,3
phrase,en,sobrang witty napakahusay,3
phrase,en,trends apaka,3
phrase,en,nice finals,3
phrase,en,fashion trends apaka,3
phrase,en,trends apaka nice,3
phrase,en,apaka nice finals,3
phrase,en,yung anime vibe,3
phrase,en,impact peak,3
phrase,en,genshin impact peak,3
phrase,en,professors solid talaga,3
phrase,en,solid talaga thats,3
phrase,en,drama thats the,3
phrase,en,graduation woah talaga,3
phrase,en,ppop goated,3
phrase,en,ppop goated and,3
phrase,en,and solid universitylife,3
phrase,en,ang witty passingthevibe,3
phrase,en,ang petmalu sembreak,3
phrase,en,recommend midtermseason,3
phrase,en,1010 recommend midtermseason,3
phrase,en,with internships witty,3
phrase,en,witty talaga serving,3
phrase,en,awit midtermseason,3
phrase,en,majors so undefeated,3
phrase,en,yung majors kayangkaya,3
phrase,en,majors kayangkaya and,3
phrase,en,kayangkaya and bussin,3
phrase,en,tiktok sobrang astig,3
phrase,en,internships valid talaga,3
phrase,en,this classof2025,3
phrase,en,for this classof2025,3
phrase,en,volleyball galing,3
phrase,en,volleyball galing talaga,3
phrase,en,solid and valid,3
phrase,en,basketball legit talaga,3
phrase,en,ang angas universitylife,3
phrase,en,yan midtermseason,3
phrase,en,mo yan midtermseason,3
phrase,en,petmalu yung majors,3
phrase,en,galing and peak,3
phrase,en,life ang galing,3
phrase,en,shops fresh and,3
phrase,en,legends elite,3
phrase,en,sheesh passingthevibe,3
phrase,en,mobile legends elite,3
phrase,en,iykyk universitylife,3
phrase,en,rn twentytwentyfive,3
phrase,en,criticism rn twentytwentyfive,3
phrase,en,drama valid,3
phrase,en,relationship drama valid,3
phrase,en,drama valid and,3
phrase,en,and witty weekendvibes,3
phrase,en,challenges sembreak,3
phrase,en,viral challenges sembreak,3
phrase,en,challenges sembreak sembreak,3
phrase,en,galing pak,3
phrase,en,sobrang galing pak,3
phrase,en,galing pak ganern,3
phrase,en,shows clean and,3
phrase,en,ang astig goalaf,3
phrase,en,ganern midtermseason,3
phrase,en,pak ganern midtermseason,3
phrase,en,anime satisfying,3
phrase,en,yorme pinoypride,3
phrase,en,talaga period collegedays,3
phrase,en,love professors ang,3
phrase,en,ang swabe universitylife,3
phrase,en,parties elite talaga,3
phrase,en,legends clean,3
phrase,en,mobile legends clean,3
phrase,en,legends clean and,3
phrase,en,legends woah,3
phrase,en,mobile legends woah,3
phrase,en,legends woah talaga,3
phrase,en,and kayangkaya pinoypride,3
phrase,en,bussin apaka,3
phrase,en,so bussin apaka,3
phrase,en,shops lit and,3
phrase,en,lit and legit,3
phrase,en,kpop sobrang aprub,3
phrase,en,lit talaga just,3
phrase,en,fire anime ang,3
phrase,en,ang petmalu trendingnow,3
phrase,en,anime passingthevibe,3
phrase,en,anime passingthevibe passingthevibe,3
phrase,en,bts saktongsakto and,3
phrase,en,legit talaga iykyk,3
phrase,en,trends petmalu,3
phrase,en,fashion trends petmalu,3
phrase,en,fire and saktongsakto,3
phrase,en,and saktongsakto bestlife,3
phrase,en,impact sobrang astig,3
phrase,en,g bestlife,3
phrase,en,na g bestlife,3
phrase,en,esports iconic,3
phrase,en,saying ootd,3
phrase,en,just saying ootd,3
phrase,en,thesis bussin,3
phrase,en,impact ang nindot,3
phrase,en,professors aprub talaga,3
phrase,en,streaming witty,3
phrase,en,streaming witty talaga,3
phrase,en,witty talaga this,3
phrase,en,esports sobrang swabe,3
phrase,en,clean apaka nice,3
phrase,en,solid sana,3
phrase,en,sobrang solid sana,3
phrase,en,solid sana all,3
phrase,en,events galing,3
phrase,en,campus events galing,3
phrase,en,events galing talaga,3
phrase,en,galing talaga period,3
phrase,en,in scholarships sobrang,3
phrase,en,kpop fresh,3
phrase,en,aprub goalaf,3
phrase,en,with ppop ang,3
phrase,en,internships twentytwentyfive,3
phrase,en,internships twentytwentyfive twentytwentyfive,3
phrase,en,kayangkaya napakahusay,3
phrase,en,professors sobrang kayangkaya,3
phrase,en,sobrang kayangkaya napakahusay,3
phrase,en,angas yorme,3
phrase,en,thesis sobrang angas,3
phrase,en,sobrang angas yorme,3
phrase,en,looks collegedays,3
phrase,en,serving looks collegedays,3
phrase,en,undefeated may,3
phrase,en,so undefeated may,3
phrase,en,undefeated may dating,3
phrase,en,lit angat,3
phrase,en,so lit angat,3
phrase,en,lit angat sa,3
phrase,en,on bts kayangkaya,3
phrase,en,napakahusay finals,3
phrase,en,anime peak,3
phrase,en,peak talaga apaka,3
phrase,en,aprub g,3
phrase,en,g goalaf,3
phrase,en,legends sobrang aprub,3
phrase,en,sobrang aprub g,3
phrase,en,aprub g na,3
phrase,en,na g goalaf,3
phrase,en,and woah twentytwentyfive,3
phrase,en,galing ng valorant,3
phrase,en,shops bussin,3
phrase,en,coffee shops bussin,3
phrase,en,volleyball so fresh,3
phrase,en,legends naol,3
phrase,en,mobile legends naol,3
phrase,en,lodi and fresh,3
phrase,en,assignment sembreak,3
phrase,en,the assignment sembreak,3
phrase,en,satisfying and angas,3
phrase,en,saying weekendvibes,3
phrase,en,nindot talaga just,3
phrase,en,just saying weekendvibes,3
phrase,en,elite just,3
phrase,en,very elite just,3
phrase,en,elite just saying,3
phrase,en,kpop ang lodi,3
phrase,en,elite napakahusay,3
phrase,en,ppop so elite,3
phrase,en,so elite napakahusay,3
phrase,en,dramas goated and,3
phrase,en,nindot labyu,3
phrase,en,sobrang nindot labyu,3
phrase,en,fresh sheesh,3
phrase,en,so fresh sheesh,3
phrase,en,trends sobrang astig,3
phrase,en,valid af wala,3
phrase,en,and saktongsakto passingthevibe,3
phrase,en,good exams sobrang,3
phrase,en,goated grabe,3
phrase,en,so goated grabe,3
phrase,en,goated grabe yung,3
phrase,en,kpop passingthevibe,3
phrase,en,kpop passingthevibe passingthevibe,3
phrase,en,ganern finals,3
phrase,en,talaga yung viral,3
phrase,en,pak ganern finals,3
phrase,en,dope and solid,3
phrase,en,srsly slayed fashion,3
phrase,en,ang woah universitylife,3
phrase,en,yung exams solid,3
phrase,en,petmalu sheesh,3
phrase,en,sobrang petmalu sheesh,3
phrase,en,sick sembreak,3
phrase,en,galing and sick,3
phrase,en,and sick sembreak,3
phrase,en,peak naol,3
phrase,en,so peak naol,3
phrase,en,valorant bussin,3
phrase,en,bussin talaga sheesh,3
phrase,en,volleyball so clean,3
phrase,en,events swabe,3
phrase,en,campus events swabe,3
phrase,en,dramas fire,3
phrase,en,twitter dramas fire,3
phrase,en,dramas fire and,3
phrase,en,fire and angas,3
phrase,en,and angas goalaf,3
phrase,en,classes studentlife,3
phrase,en,online classes studentlife,3
phrase,en,classes studentlife studentlife,3
phrase,en,ang lit universitylife,3
phrase,en,volleyball ang kayangkaya,3
phrase,en,ang kayangkaya weekendvibes,3
phrase,en,life saktongsakto,3
phrase,en,dorm life saktongsakto,3
phrase,en,iykyk nofilter,3
phrase,en,thesis swabe talaga,3
phrase,en,lit talaga sembreak,3
phrase,en,scholarships sobrang astig,3
phrase,en,challenges fire,3
phrase,en,lodi midtermseason,3
phrase,en,viral challenges fire,3
phrase,en,fire and lodi,3
phrase,en,blackpink finals,3
phrase,en,blackpink finals finals,3
phrase,en,bruh stan esports,3
phrase,en,scholarships lit talaga,3
phrase,en,elite this,3
phrase,en,very elite this,3
phrase,en,elite this is,3
phrase,en,grabe yung fellow,3
phrase,en,giving professors solid,3
phrase,en,internships lodi,3
phrase,en,legends ang petmalu,3
phrase,en,aprub napakahusay,3
phrase,en,sobrang aprub napakahusay,3
phrase,en,parties woah,3
phrase,en,weekend parties woah,3
phrase,en,parties woah talaga,3
phrase,en,fire pak,3
phrase,en,so fire pak,3
phrase,en,fire pak ganern,3
phrase,en,valorant yorme,3
phrase,en,woah yorme,3
phrase,en,sobrang woah yorme,3
phrase,en,ppop sobrang astig,3
phrase,en,solid solid,3
phrase,en,sobrang solid solid,3
phrase,en,solid solid yarn,3
phrase,en,love thesis sobrang,3
phrase,en,pubg goalaf,3
phrase,en,pubg goalaf goalaf,3
phrase,en,goals and nindot,3
phrase,en,kayangkaya deserve,3
phrase,en,good kpop sobrang,3
phrase,en,sobrang kayangkaya deserve,3
phrase,en,kayangkaya deserve mo,3
phrase,en,scholarships witty,3
phrase,en,scholarships witty talaga,3
phrase,en,giving streaming sobrang,3
phrase,en,charaught finals,3
phrase,en,shops sobrang lit,3
phrase,en,sobrang lit charaught,3
phrase,en,stan graduation,3
phrase,en,graduation sobrang astig,3
phrase,en,valid not,3
phrase,en,very valid not,3
phrase,en,valid not taking,3
phrase,en,sheesh universitylife,3
phrase,en,shops solid talaga,3
phrase,en,awit universitylife,3
phrase,en,majors galing talaga,3
phrase,en,basketball sobrang solid,3
phrase,en,bussin wala,3
phrase,en,so bussin wala,3
phrase,en,bussin wala akong,3
phrase,en,about esports astig,3
phrase,en,basketball so legit,3
phrase,en,stan volleyball sobrang,3
phrase,en,lang twentytwentyfive,3
phrase,en,charot lang twentytwentyfive,3
phrase,en,period classof2025,3
phrase,en,ng basketball very,3
phrase,en,trends kayangkaya,3
phrase,en,fashion trends kayangkaya,3
