comment,toxicity_level,insult,profanity,threat,identity_hate
"Ekgograf and his son of bitch of gang of dumb, n*zi , and are the greatest batard that ever walk on earth !!!!!",1,1,1,0,0
"Why are you still here? Can you not find anything more important to do, like killing yourself?",1,1,0,0,0
"Go masturbate yourself on someone else's page, you will get no satisfaction from me, slut.  Wikipedia is not the proper place for you to abuse your powers just because you're unsatisfied in life.  It ain't my fault you're ugly, sista.",1,1,1,0,0
"IT IS NOT A TKO YOU IDIOT!!!YOU HAVE NO IDEA WHAT IT IS AND IT'S A SWINGING NECKBREAKER YOU VERY UNSMART AND VERY UNCLEVER FAGGOT,GOT IT!!! DARK-HOODED SMOKER",1,1,0,0,0
YO B1TCH! you absolute fuk1ng little b1tch you wanna step up face to face toe to toe you fuk1ng absolute tiny little fuk1ng hopeless b1tch?124.180.159.192,1,0,1,0,0
"Ain't bothering me, I'm not required to sign my posts/edit. I didn't specifically threaten anyone and your blowing it out of control. It was a snide comment. If I said I'm going to kill him in a fire thats different; saying I'm going to church to pray that he gets cancer or dies in a fire is more of a sarchastic tone. Pity you can't see that. No matter. Bump it up to 2 weeks now, just cause you can.",1,0,1,0,0
my balls BIG BALLS ive got big balls youve got big balls shes got big balls theyve got big balls   weve got big balls  weve got big balls ive got great balls of fire BY david swartz,1,0,1,0,0
so everytime i reset my modem my ip changes fuck you petty sexless ugly ass desperate no life.. no status in society anal retentive wiki admins (the site is great.. but the lower level admins have no life and can't handle the little authority they have.. it tells you how small and pathetic their lives are) if i get blocked ill be on in 20 seconds with a new ip or the pizza is free.cheers.,1,1,1,0,0
fock you barack obama,1,0,1,0,0
You are my bitch! I own your ass.,1,0,1,0,0
"i lookd back in history when it was put it had link 2 extern gc site, sum1 removed that link so ur a fucking liar about no source.",1,0,1,0,0
user:jeppiz worships the balls of jesus son of the whore and suck the penis of user:DeCausa the bastard.,1,1,1,0,0
"Piss on me P!SS ON ME, YOU BIMBO!",1,1,0,0,0
hay bitch thank you kindly for your advice on my vandalism but if your the dick who removed the thing abouth Berties make up costs Thats true... so ah FUCK  YOU,1,0,1,0,0
Fuck my stupid muslim ass!!!!!!!!!,1,1,1,0,0
there's nothing wrong with the 4 train image that was reverted because the b and l train articles also have two identical photos too and i explain why to vochen and there's nothing wrong with the edits that was reverted at the 14 street 8 avenue article you guys are just being complete dickheads and hypocritical retards at best,1,1,1,0,0
"ok a direct quote from the page for fuck is Other uses are dysphemistic: The sexual connotation, usually connected to masturbation (in the case of go fuck yourself or go fuck your ass) is invoked to incite additional disgust, or express anger or outrage. For example, Fuck that!, Fuck no!, or Fuck you!. thats a bit worse than saying masturbation is like taking a good dump mate come on just put it back up and quit being a douche...",1,1,1,0,0
Simona Halep Are you stupid? I didn't do anything wrong...,1,1,0,0,0
see here  pointy revertss and bullying from a bunch of owing I love shit users.,1,0,1,0,0
"YEAH looking thorough history and stuff, get a life, you sad little man, get off your arse a get a life, find better things to do than governing things on Wikipedia, I BET UOU LIKE THE SMELL OF YOUR OWN SHIT, I BET YOU GARGLE YOUR OWN PISS, I BET YOU LIKE TO WANK OFF TO KIDDY PORN, YOU SADDO, YOU FUCKING SADDO, FUCK OFF AND DIIIIIIIEEEEEEEEE",1,1,1,0,0
mac only faggots and dumb housewives use macs. which one are you?,1,1,0,0,0
Comment from Kansai Goma I still have more accounts on here which you will never find because I am too smart for you dickheads and you are a dumass.fuck ya!,1,1,1,0,0
"If it WAS released, where's the proof? That site is not proof. If it was released, it sould still be available. It's not available AAAANNNNYYYYWWWWHHHHEEEERRRREEEE in the entire of Europe! So give me proof it was released, without using some stupid piece of crap like cdwow, and nothing else. It should be on Amazon, it should be on Woolworths, HMV, etc. It's not on anything.",1,1,0,0,0
"Wtf, Why You deleting Maashel? Bad things will happen to you now.",1,0,1,1,0
Kungfu Adam Kungfu Adam is a fucking dumbass.,1,0,1,0,0
and suck a dick two times every hour until sunrise,1,0,1,0,0
FROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS LION KING IS THE BESTFROZEN SUCKS,1,0,1,0,0
Yo whatever I have on my shit leave it alone - Deadass I deleted every fucking this cause you stay deleting someone shit like niggah damn go suck a dick talking about  he has this all over the place niggah mind your business on what I have on my shit cause I ain't editing nothing on your shit.,1,1,1,0,0
how dear you who ever put on hi shit haeds i my going to sue the peo[ple who made this web sit P.S Just jocking i culdn't care less if or diidn't have hi shit heads,1,0,1,0,0
hey fuck you i went to this school and its awesome so fuck you bitch! 74.244.182.33,1,0,1,0,0
Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself! Go fuck yourself!,1,0,1,0,0
You're a fag Just wanted to let you know that. D,1,1,0,0,0
hey shithead quit fucking with all the ufc pages and go get a fucking life you god damn mother fucking loser.,1,1,1,0,0
"How dare you send me such abuse you fucking cockmaster If you dare warn me again, Mr Jeff. I will savagely attack your mother! I know where you live",1,0,1,1,0
this user needs to get a life lol lol get a real life u suck lol,1,1,0,0,0
"HELLO GOOD SIR You're a fucking faggot and have no clue what you're talking about with awesome.jpg. I know and don't care that this will be reverted, but read it first, because you should seriously shut the fuck up. Love you buddy",1,1,1,0,0
hello mother fucker hijo edputa,1,0,1,0,0
"You guys suk. You really really suck. Fuck you, MisterSmiley and 331dot",1,0,1,0,0
"we will, we will fuck you!",1,0,1,0,0
well sorry about replacing bands.but you dumb cunt fireworks is also a pop punk band.so go be a ass whole some where else. and this time next year doesnt have a Wikipedia page.,1,0,1,0,0
You deleted my comment? Fucking pussy.,1,0,1,0,0
Wtf ur a asshole no advertising pls Bot,1,0,1,0,0
every other press agency said the crowd was chanting you're a tory too only the daily mail which by the way is a tory paper reported that the croud chanted fucking tory jew he is a dispicable scab but that is because of his politics not his liniage94.168.210.8 ,1,1,0,0,0
"Sockpuppet You cannot get indefinitely blocked for accusing another editor of being a sockpuppet, so stop throwing your fucking weight around.  And before you even think about it, you cannot be fucking blocked for using bad language either.",1,0,1,0,0
This idiot graceful slick needs a friend to touch his no no spot 172.56.34.4,1,0,1,0,0
are you stupid or what????? read the very union text yourself!!!! it is clearly states that union is between TWO NATIONS!!!!!!!   http://www.lublin.eu/Liublino_unijos_paskelbimo_aktas-1-927-27-1216.html,1,1,0,0,0
because i am a Miserable MotherFucker and a BIG DickHead,1,0,1,0,0
WIKIBITCH YO LIL PUNKASS AINT SHIT OUT ON DA STREETS NIGGA,1,1,1,0,0
Wikipedia's administrators are among the dumbest people alive. They are all fat basement dwelers who have never been laid. Fuck you.,1,1,1,0,0
"Fuck you, you psychotic fanboy retard.",1,1,1,0,0
Hindi ka makakatakas sa akin. Kakausapin ko pamilya mo.,2,0,0,1,0
Magdasal ka na. Dudurugin kita.,2,0,0,1,0
"Kapag nakita kita, Susuntukin kita.",2,0,0,1,0
Magtago ka na. May pamilya ako na gang.,2,0,0,1,0
Kinasusuklaman ng Manunubos ang mga tulad mong walang pag-asa! masusunog ka sa impyerno.,2,0,0,1,0
Pagsisisihan ng lahat ng Protestant ang araw na ito! mapupunta ka sa purgataryo.,2,0,0,1,0
Wag kang matutulog nang mahimbing. Aalamin ko address mo.,2,0,0,1,0
Magtago ka na. Hindi mo alam ang kaya kong gawin.,2,0,0,1,0
"Kapag nakita kita, Sasaksakin kita.",2,0,0,1,0
Hindi ka makakatakas sa akin. Aalamin ko address mo.,2,0,0,1,0
Papatayin ko lahat ng Orthodox tulad mo! May connections ako.,2,0,0,1,0
Kaaway mo si Jesus! mapapahamak ka sa mga tulad mong mananampalataya daw.,2,0,0,1,0
Hihintayin kita sa labas. Magbabayad ka.,2,0,0,1,0
Babantayan kita hanggang wala ka nang matirahan.,2,0,0,1,0
Parurusahan ka ng Kristo dahil sa kasakiman mo! kakainin ka ng demonyo.,2,0,0,1,0
Magtago ka na. May baril ako.,2,0,0,1,0
Pagsisisihan ng lahat ng Dating Daan ang araw na ito! mahaharap ka sa paghuhukom.,2,0,0,1,0
Ikaw at ang buong convent niyo ang Tatamaan ko!,2,0,0,1,0
Magtago ka na. Hindi mo alam ang kaya kong gawin.,2,0,0,1,0
Magtago ka na. Hindi ka makakaligtas.,2,0,0,1,0
Pagsisisihan mo na Dating Daan ka! Titingnan ko profile mo sa mga tulad mo.,2,0,0,1,0
Babantayan kita hanggang sumuko ka.,2,0,0,1,0
Kinasusuklaman ng Diyos ang mga tulad mong kulto! walang kaligtasan para sa iyo.,2,0,0,1,0
"Kapag nakita kita, Papatayin kita.",2,0,0,1,0
Sasaktan kita engot pag may sinabi ka pa! Hindi mo alam kung sino ako.,2,0,0,1,0
Magtago ka na. May connections ako.,2,0,0,1,0
Wag kang matutulog nang mahimbing. Magbabayad ka.,2,0,0,1,0
"Kapag nakita kita, Susuntukin kita.",2,0,0,1,0
Sasaktan kita ikaw pag may sinabi ka pa! Hindi mo alam kung sino ako.,2,0,0,1,0
Babantayan kita hanggang wala ka nang matirahan.,2,0,0,1,0
Alam mo bang kinasusuklaman ng Allah ang Protestant? Susuntukin kita.,2,0,0,1,0
Magdasal ka na. Susuntukin kita.,2,0,0,1,0
Papatayin ko lahat ng INC tulad mo! Marami akong kakilala.,2,0,0,1,0
Hindi ka makakatakas sa akin. Hahanapin kita.,2,0,0,1,0
Kaaway mo si Panginoon! mapapahamak ka sa mga tulad mong mananampalataya daw.,2,0,0,1,0
Hihintayin kita sa labas. Magsisisi ka.,2,0,0,1,0
Susunugin ko ang holy place niyo! May pamilya ako na gang.,2,0,0,1,0
Hihintayin kita sa labas. Hahanapin kita.,2,0,0,1,0
Alam mo bang kinasusuklaman ng Hesus ang Buddha? Susuntukin kita.,2,0,0,1,0
Hihintayin kita sa labas. Aalamin ko address mo.,2,0,0,1,0
Babantayan kita hanggang mamatay ka.,2,0,0,1,0
Pagsisisihan mo na Saksi ni Jehova ka! Magsisisi ka sa mga tulad mo.,2,0,0,1,0
Hindi ka makakatakas sa akin. Hahanapin kita.,2,0,0,1,0
Hihintayin kita sa labas. Pupuntahan kita.,2,0,0,1,0
Ikaw at ang buong chapel niyo ang Sasaktan ko!,2,0,0,1,0
Susunugin ko ang kingdom hall niyo! May baril ako.,2,0,0,1,0
Pagsisisihan mo na Evangelista ka! Hahanapin kita sa mga tulad mo.,2,0,0,1,0
Papatayin ko lahat ng Katoliko tulad mo! Hindi mo alam kung sino ako.,2,0,0,1,0
Papatayin ko lahat ng Katoliko tulad mo! May kutsilyo ako.,2,0,0,1,0
Sasaktan kita tanga pag narinig kita ulit! Marami akong kakilala.,2,0,0,1,0
Alam mo bang kinasusuklaman ng Bathala ang Saksi ni Jehova? Dudurugin kita.,2,0,0,1,0
Kaaway mo si Buddha! mapupunta ka sa purgataryo sa mga tulad mong nagmamaganda.,2,0,0,1,0
Wag kang matutulog nang mahimbing. Magbabayad ka.,2,0,0,1,0
Susunugin ko ang mosque niyo! May pamilya ako na gang.,2,0,0,1,0
Dadamputin kita sa bahay mo. Tatamaan kita.,2,0,0,1,0
Babantayan kita hanggang wala ka nang matirahan.,2,0,0,1,0
Sasaktan kita bakla pag ginawa mo ulit yan! Marami akong kakilala.,2,0,0,1,0
Alam mo bang kinasusuklaman ng Hesus ang Katoliko? Bubugbugin kita.,2,0,0,1,0
Alam mo bang kinasusuklaman ng Jesus ang Tao? Babanatan kita.,2,0,0,1,0
Sasaktan kita tol pag ginawa mo ulit yan! May baril ako.,2,0,0,1,0
Dadamputin kita sa bahay mo. Tatamaan kita.,2,0,0,1,0
Susunugin ko ang convent niyo! May baril ako.,2,0,0,1,0
Magtago ka na. Hindi ka makakaligtas.,2,0,0,1,0
"Kapag nakita kita, Babanatan kita.",2,0,0,1,0
Pagsisisihan mo na Protestant ka! Kakausapin ko pamilya mo sa mga tulad mo.,2,0,0,1,0
Pagsisisihan mo na Hindu ka! Magbabayad ka sa mga tulad mo.,2,0,0,1,0
Hindi ka makakatakas sa akin. Ipapahanap kita.,2,0,0,1,0
Parurusahan ka ng Buddha dahil sa pagkamakasarili mo! hindi ka maliligtas.,2,0,0,1,0
Kinasusuklaman ng Propeta ang mga tulad mong maling paniniwala! masusunog ka sa impyerno.,2,0,0,1,0
Kinasusuklaman ng Santa ang mga tulad mong bulag! wala kang kaluluwa.,2,0,0,1,0
Pagsisisihan ng lahat ng Seventh Day Adventist ang araw na ito! masusunog ka sa impyerno.,2,0,0,1,0
Hihintayin kita sa labas. Magsisisi ka.,2,0,0,1,0
"Kapag nakita kita, Sasaksakin kita.",2,0,0,1,0
Kinasusuklaman ng Bathala ang mga tulad mong walang pag-asa! kakainin ka ng demonyo.,2,0,0,1,0
Kinasusuklaman ng Bathala ang mga tulad mong mapagkunwari! masusunog ka sa impyerno.,2,0,0,1,0
Hihintayin kita sa labas. Hahanapin kita.,2,0,0,1,0
Pagsisisihan ng lahat ng Buddha ang araw na ito! mapapahamak ka.,2,0,0,1,0
Kinasusuklaman ng Manunubos ang mga tulad mong mapagkunwari! mapaparusahan ka panghabang-buhay.,2,0,0,1,0
Parurusahan ka ng Santo dahil sa kalaswaan mo! mahaharap ka sa paghuhukom.,2,0,0,1,0
Magtago ka na. Hindi mo alam ang kaya kong gawin.,2,0,0,1,0
Kinasusuklaman ng Santo ang mga tulad mong walang pag-asa! hindi ka maliligtas.,2,0,0,1,0
Magtago ka na. Kasapi ako ng syndicate.,2,0,0,1,0
Pagsisisihan mo na Kristiyano ka! Magsisisi ka sa mga tulad mo.,2,0,0,1,0
Wag kang matutulog nang mahimbing. Pupuntahan kita.,2,0,0,1,0
Susunugin ko ang shrine niyo! May kutsilyo ako.,2,0,0,1,0
Alam mo bang kinasusuklaman ng Diyos ang Buddha? Susuntukin kita.,2,0,0,1,0
Kinasusuklaman ng Jesus ang mga tulad mong mapagsamantala! walang kaligtasan para sa iyo.,2,0,0,1,0
Magtago ka na. Kasapi ako ng syndicate.,2,0,0,1,0
"Kapag nakita kita, Tatamaan kita.",2,0,0,1,0
Alam mo bang kinasusuklaman ng Diyos ang Katoliko? Tatamaan kita.,2,0,0,1,0
Papatayin ko lahat ng Born Again tulad mo! Hindi mo alam ang kaya kong gawin.,2,0,0,1,0
Hindi ka makakatakas sa akin. Mababayaran mo lahat.,2,0,0,1,0
Magdasal ka na. Papatayin kita.,2,0,0,1,0
Alam mo bang kinasusuklaman ng Kristo ang Hindu? Susunugin kita.,2,0,0,1,0
Susunugin ko ang sacred ground niyo! Hindi mo alam ang kaya kong gawin.,2,0,0,1,0
"Kapag nakita kita, Sasaktan kita.",2,0,0,1,0
Papatayin ko lahat ng Tao tulad mo! May baril ako.,2,0,0,1,0
Papatayin ko lahat ng Evangelista tulad mo! May kilala akong pulis.,2,0,0,1,0
Susunugin ko ang mosque niyo! Marami akong kakilala.,2,0,0,1,0
Dadamputin kita sa bahay mo. Bubugbugin kita.,2,0,0,1,0
Papatayin kita inutil! Hindi ka makakaligtas.,2,0,0,1,0
Kaaway mo si Maykapal! hindi ka maliligtas sa mga tulad mong mapagkunwari.,2,0,0,1,0
Ikaw at ang buong basilica niyo ang Tatamaan ko!,2,0,0,1,0
Kaaway mo si Maykapal! hindi ka makakapasok sa langit sa mga tulad mong mapagsamantala.,2,0,0,1,0
Magtago ka na. May kutsilyo ako.,2,0,0,1,0
Hindi ka makakatakas sa akin. Hahanapin kita.,2,0,0,1,0
Alam mo bang kinasusuklaman ng Bathala ang Hindu? Susunugin kita.,2,0,0,1,0
Sasaktan kita pare pag sinabi mo ulit yan! Hindi mo alam kung sino ako.,2,0,0,1,0
Kinasusuklaman ng Panginoon ang mga tulad mong mananampalataya daw! mapupunta ka sa purgataryo.,2,0,0,1,0
Papatayin kita tanga! Hindi mo alam ang kaya kong gawin.,2,0,0,1,0
Nasa impyerno ang lugar mo ikaw! Ipapadala kita doon kakainin ka ng demonyo.,2,0,0,1,0
Pagsisisihan ng lahat ng Tao ang araw na ito! masusunog ka sa impyerno.,2,0,0,1,0
Pagsisisihan mo na Protestant ka! Aalamin ko address mo sa mga tulad mo.,2,0,0,1,0
Papatayin ko lahat ng Evangelista tulad mo! Hindi mo alam ang kaya kong gawin.,2,0,0,1,0
Susunugin ko ang chapel niyo! Hindi mo alam kung sino ako.,2,0,0,1,0
Papatayin kita tol! Hindi ka makakaligtas.,2,0,0,1,0
Papatayin kita pre! Hindi mo alam ang kaya kong gawin.,2,0,0,1,0
"Kapag nakita kita, Hihiritan kita.",2,0,0,1,0
Magtago ka na. Kasapi ako ng syndicate.,2,0,0,1,0
Papatayin ko lahat ng Dating Daan tulad mo! May kutsilyo ako.,2,0,0,1,0
Pagsisisihan ng lahat ng Born Again ang araw na ito! mapaparusahan ka panghabang-buhay.,2,0,0,1,0
Ikaw at ang buong chapel niyo ang Tatamaan ko!,2,0,0,1,0
Papatayin ko lahat ng Tao tulad mo! May baril ako.,2,0,0,1,0
Papatayin ko lahat ng Hindu tulad mo! Hindi ka makakaligtas.,2,0,0,1,0
Wag kang matutulog nang mahimbing. Titingnan ko profile mo.,2,0,0,1,0
Pagsisisihan mo na Muslim ka! Hahanapin kita sa mga tulad mo.,2,0,0,1,0
Babantayan kita hanggang magsisi ka.,2,0,0,1,0
Babantayan kita hanggang mamatay ka.,2,0,0,1,0
Kaaway mo si Allah! hindi ka makakapasok sa langit sa mga tulad mong mapaglinlang.,2,0,0,1,0
Dadamputin kita sa bahay mo. Babanatan kita.,2,0,0,1,0
Nasa impyerno ang lugar mo matanda! Ipapadala kita doon walang kapatawaran.,2,0,0,1,0
Parurusahan ka ng Diyos dahil sa kasamaan mo! hindi ka maliligtas.,2,0,0,1,0
Magtago ka na. May connections ako.,2,0,0,1,0
Papatayin ko lahat ng Dating Daan tulad mo! Marami akong kakilala.,2,0,0,1,0
Nasa impyerno ang lugar mo ka! Ipapadala kita doon walang kapatawaran.,2,0,0,1,0
Susunugin ko ang chapel niyo! May connections ako.,2,0,0,1,0
Susunugin ko ang kingdom hall niyo! Marami akong kakilala.,2,0,0,1,0
Sasaktan kita hoy pag may sinabi ka pa! Hindi mo alam kung sino ako.,2,0,0,1,0
Kaaway mo si Buddha! walang kapatawaran sa mga tulad mong naligaw.,2,0,0,1,0
"Kapag nakita kita, Hihiritan kita.",2,0,0,1,0
Dadamputin kita sa bahay mo. Babanatan kita.,2,0,0,1,0
Ikaw at ang buong basilica niyo ang Dudurugin ko!,2,0,0,1,0
Papatayin kita tomboy! Hindi ka makakaligtas.,2,0,0,1,0
Babantayan kita hanggang humihingi ng tawad.,2,0,0,1,0
Magdasal ka na. Sasaksakin kita.,2,0,0,1,0
Alam mo bang kinasusuklaman ng Santo ang Buddha? Bubugbugin kita.,2,0,0,1,0
Kinasusuklaman ng Bathala ang mga tulad mong nagpapanggap! kakainin ka ng demonyo.,2,0,0,1,0
Babantayan kita hanggang wala ka nang matirahan.,2,0,0,1,0
Susunugin ko ang convent niyo! Kasapi ako ng syndicate.,2,0,0,1,0
Kinasusuklaman ng Buddha ang mga tulad mong ipokrito! mapapahamak ka.,2,0,0,1,0
Pagsisisihan ng lahat ng Muslim ang araw na ito! walang kaligtasan para sa iyo.,2,0,0,1,0
Papatayin ko lahat ng Mormons tulad mo! May baril ako.,2,0,0,1,0
Sasaktan kita lalaki pag narinig kita ulit! May connections ako.,2,0,0,1,0
Kaaway mo si Allah! walang kapatawaran sa mga tulad mong mananampalataya daw.,2,0,0,1,0
Magdasal ka na. Susuntukin kita.,2,0,0,1,0
Pagsisisihan ng lahat ng Kristiyano ang araw na ito! masusunog ka sa impyerno.,2,0,0,1,0
Magtago ka na. Hindi ka makakaligtas.,2,0,0,1,0
Magdasal ka na. Susuntukin kita.,2,0,0,1,0
Ikaw at ang buong basilica niyo ang Sasaksakin ko!,2,0,0,1,0
Kinasusuklaman ng Jesus ang mga tulad mong mananampalataya daw! wala kang kaluluwa.,2,0,0,1,0
Magdasal ka na. Hihiritan kita.,2,0,0,1,0
Dadamputin kita sa bahay mo. Susuntukin kita.,2,0,0,1,0
Sasaktan kita kuya pag nag-comment ka pa! Marami akong kakilala.,2,0,0,1,0
Sasaktan kita engot pag bumalik ka dito! May baril ako.,2,0,0,1,0
Magdasal ka na. Papatayin kita.,2,0,0,1,0
